Name,Latitude,Longitude,Scale,Anomaly,Year,Group
Samoa,-13.8506,-171.7513,7.8,0.6,2005-01-01,WS
Samoa,-13.8506,-171.7513,7.0,0.5,2006-01-01,WS
Samoa,-13.8506,-171.7513,7.0,0.5,2007-01-01,WS
Samoa,-13.8506,-171.7513,3.0,0.0,2008-01-01,WS
Samoa,-13.8506,-171.7513,6.2,0.4,2009-01-01,WS
Samoa,-13.8506,-171.7513,6.2,0.4,2010-01-01,WS
Samoa,-13.8506,-171.7513,3.0,0.0,2011-01-01,WS
Samoa,-13.8506,-171.7513,6.2,0.4,2012-01-01,WS
Samoa,-13.8506,-171.7513,7.0,0.5,2013-01-01,WS
Samoa,-13.8506,-171.7513,7.8,0.6,2014-01-01,WS
Samoa,-13.8506,-171.7513,7.0,0.5,2015-01-01,WS
Samoa,-13.8506,-171.7513,7.8,0.6,2016-01-01,WS
Samoa,-13.8506,-171.7513,7.8,0.6,2017-01-01,WS
Samoa,-13.8506,-171.7513,7.8,0.6,2018-01-01,WS
Samoa,-13.8506,-171.7513,8.6,0.7,2019-01-01,WS
Samoa,-13.8506,-171.7513,7.8,0.6,2020-01-01,WS
Samoa,-13.8506,-171.7513,5.4,0.3,2021-01-01,WS
Samoa,-13.8506,-171.7513,4.6,0.2,2022-01-01,WS
Samoa,-13.8506,-171.7513,7.8,0.6,2023-01-01,WS
Samoa,-13.8506,-171.7513,9.4,0.8,2024-01-01,WS
Samoa,-13.8506,-171.7513,7.0,0.5,2025-01-01,WS
